City,State,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,GrAppv,SBA_Appv,IndustryCode
OCEANSIDE,CA,MUFG UNION BANK NATL ASSOC,CA,65,11,2,0,0,1,1,TRUE,FALSE,20013,10000,5000,72
Willowick,OH,KEYBANK NATIONAL ASSOCIATION,OH,72,2,2,0,2,0,1,TRUE,FALSE,20014,10000,5000,71
BAYTOWN,TX,BANK OF AMERICA NATL ASSOC,NC,84,4,1,1,4,1,1,TRUE,FALSE,20014,20000,10000,44
GUNNISON,CO,WELLS FARGO BANK NATL ASSOC,CA,83,12,1,15,12,24850,2,TRUE,FALSE,20014,20000,10000,72
BOSTON,MA,BANK OF AMERICA NATL ASSOC,MA,99,1,2,0,0,1,0,FALSE,TRUE,20015,50000,45000,0
OCEAN SHORES,WA,U.S. BANK NATIONAL ASSOCIATION,OH,40,2,1,0,2,0,1,TRUE,FALSE,20016,10000,5000,23
ATLANTA,GA,BANK OF AMERICA NATL ASSOC,NC,84,3,1,0,3,0,1,TRUE,FALSE,20016,5000,2500,56
HIXSON,TN,BANK OF AMERICA NATL ASSOC,NC,27,1,1,0,1,0,1,TRUE,FALSE,20017,10000,5000,45
HUNTLEY,IL,CITIZENS BANK NATL ASSOC,RI,50,2,1,2,4,0,1,TRUE,FALSE,20017,10000,5000,44
ORANGE PARK,FL,BANK OF AMERICA NATL ASSOC,NC,84,3,2,0,0,1,1,TRUE,FALSE,20018,10000,5000,42
BROOKLYN,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,2,2,1,1,TRUE,FALSE,20018,20000,10000,54
GROVER,MO,FIRST BANK,MO,60,3,2,0,0,1,0,FALSE,TRUE,20018,25000,22500,0
HIGH POINT,NC,BRANCH BK. & TR CO,NC,60,7,1,0,0,1,0,FALSE,FALSE,20018,25000,20000,0
MAPLE VALLEY,WA,U.S. BANK NATIONAL ASSOCIATION,OH,26,1,2,1,2,0,1,TRUE,FALSE,20019,10000,5000,56
VALLEY CENTER,CA,MUFG UNION BANK NATL ASSOC,CA,84,1,2,0,1,1,2,TRUE,FALSE,20019,15000,7500,32
CHALFONT,PA,CITIZENS BANK NATL ASSOC,RI,19,3,1,5,8,1,2,TRUE,FALSE,20020,20000,10000,52
NEW YORK,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,73,2,1,0,2,1,1,TRUE,FALSE,20020,20000,10000,45
RIALTO,CA,JPMORGAN CHASE BANK NATL ASSOC,IL,59,1,1,2,1,1,2,TRUE,FALSE,20021,20000,10000,48
West Chester,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,60,4,2,4,0,0,2,TRUE,FALSE,20021,20000,10000,23
BRONX,NY,JPMORGAN CHASE BANK NATL ASSOC,NV,84,5,1,3,5,1,2,TRUE,FALSE,20021,10000,5000,45
WICHITA,KS,COMMERCE BANK,MO,96,7,1,0,7,1,1,TRUE,FALSE,20021,10000,5000,81
DESERT HOT SPRINGS,CA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,0,1,1,TRUE,FALSE,20023,20000,10000,81
BIRDSBORO,PA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,2,TRUE,FALSE,20023,10000,5000,54
UPPER MARLBORO,MD,BANK OF AMERICA NATL ASSOC,NC,58,2,1,0,2,0,1,FALSE,FALSE,20023,20000,10000,48
Orwigsburg,PA,FIRST NATL BK OF PENNSYLVANIA,PA,36,2,1,0,2,0,2,TRUE,FALSE,20024,15000,7500,62
DAVENPORT,WA,U.S. BANK NATIONAL ASSOCIATION,OH,84,2,2,0,2,0,2,TRUE,FALSE,20024,20000,10000,23
St. Louis,MO,COMMERCE BANK,MO,84,1,2,0,1,0,1,TRUE,FALSE,20025,20000,10000,62
WEIDMAN,MI,"PNC BANK, NATIONAL ASSOCIATION",IL,60,1,1,0,1,1,2,TRUE,FALSE,20025,20000,10000,23
KENSINGTON,MN,BLACKRIDGEBANK,MN,73,1,1,0,1,0,2,FALSE,FALSE,20026,20026,20026,23
NORFOLK,VA,WELLS FARGO BANK NATL ASSOC,SD,84,6,1,0,0,1,0,TRUE,FALSE,20026,20000,10000,0
POLSON,MT,GLACIER BANK,MT,24,5,2,0,5,0,2,TRUE,FALSE,20027,20000,10000,23
FORT WAYNE,IN,WELLS FARGO BANK NATL ASSOC,WY,82,3,1,1,3,1,1,TRUE,FALSE,20027,20000,10000,62
PENSACOLA,FL,BANK OF AMERICA NATL ASSOC,NC,84,1,2,0,1,0,1,TRUE,FALSE,20028,10000,5000,71
MIAMI,FL,BANK OF AMERICA NATL ASSOC,NC,84,1,2,0,1,0,1,TRUE,FALSE,20028,7000,3500,81
STUART,FL,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,TRUE,FALSE,20028,15000,7500,61
CLARKSVILLE,TN,U.S. BANK NATIONAL ASSOCIATION,OH,84,2,1,0,2,1,1,TRUE,FALSE,20028,10000,5000,54
DICKSON,TN,U.S. BANK NATIONAL ASSOCIATION,OH,84,13,1,0,13,0,1,TRUE,FALSE,20029,20000,10000,53
MURRIETA,CA,MUFG UNION BANK NATL ASSOC,CA,73,1,2,0,1,1,1,TRUE,FALSE,20029,10000,5000,32
FARGO,ND,UNION STATE BANK OF FARGO,ND,60,5,2,0,5,1,2,TRUE,FALSE,20029,10000,5000,71
CHESTER,VA,CITIZENS AND FARMERS BANK,VA,27,4,1,0,4,64853,1,TRUE,FALSE,20029,20000,10000,32
DOWNINGTOWN,PA,BANCO POPULAR NORTH AMERICA,NY,84,8,1,0,8,1,1,TRUE,FALSE,20029,20000,10000,72
BOONVILLE,IN,WELLS FARGO BANK NATL ASSOC,CA,36,1,1,0,1,1,2,TRUE,FALSE,20029,10000,5000,52
HADDONFIELD,NJ,BNB HANA BANK NATL ASSOC,NJ,84,8,1,8,8,1,1,TRUE,FALSE,20030,8000,4000,72
ST. PAUL,MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,1,0,1,1,1,TRUE,FALSE,20031,10000,5000,44
WORCESTER,MA,CITIZENS BANK NATL ASSOC,RI,38,172,1,0,172,1,1,TRUE,FALSE,20032,5000,2500,54
KENT,WA,BANK OF AMERICA NATL ASSOC,NC,26,2,1,0,2,1,1,TRUE,FALSE,20032,15000,7500,54
EL PASO,TX,WELLS FARGO BANK NATL ASSOC,NM,3,20,1,0,0,1,0,TRUE,FALSE,20032,150000,112500,0
TUCSON,AZ,WELLS FARGO BANK NATL ASSOC,SD,84,7,1,0,7,0,1,TRUE,FALSE,20033,15000,7500,62
KISSIMMEE,FL,JPMORGAN CHASE BANK NATL ASSOC,IL,63,1,2,1,1,0,1,TRUE,FALSE,20033,20000,10000,56
Homewood,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,44,4,1,1,4,0,1,TRUE,FALSE,20034,20000,10000,54
PORT ORCHARD,WA,U.S. BANK NATIONAL ASSOCIATION,OH,14,1,1,0,1,1,1,TRUE,FALSE,20034,10000,5000,23
FILLMORE,UT,ZIONS FIRST NATIONAL BANK,UT,84,2,1,0,2,0,2,TRUE,FALSE,20035,15000,7500,48
THE PLAINS,VA,MANUFACTURERS & TRADERS TR CO,MD,48,3,1,0,3,1,0,TRUE,FALSE,20035,20000,10000,42
FEASTERVILLE,PA,CITIZENS BANK NATL ASSOC,RI,38,6,1,0,6,1,1,TRUE,FALSE,20035,5000,2500,51
MEDIA,PA,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,0,1,TRUE,FALSE,20036,10000,5000,72
SAINT CHARLES,MO,U.S. BANK NATIONAL ASSOCIATION,OH,23,4,1,0,4,0,1,FALSE,FALSE,20037,15000,7500,62
MIAMI,FL,BANK OF AMERICA NATL ASSOC,NC,84,4,1,0,4,1,1,TRUE,FALSE,20037,20000,10000,71
ROCHESTER,NY,CITIZENS BANK NATL ASSOC,RI,49,2,1,0,2,1,1,FALSE,FALSE,20039,25000,12500,56
JAMESBURG,NJ,SANTANDER BANK NATL ASSOC,DE,36,2,1,0,2,1,1,TRUE,FALSE,20039,15000,7500,23
NORTH HOLLYWOOD,CA,BANK OF AMERICA CALIFORNIA N.A,CA,60,1,1,0,1,1,0,TRUE,FALSE,20040,20000,10000,0
BURNSVILLE,MN,WELLS FARGO BANK NATL ASSOC,SD,84,8,2,0,8,0,1,TRUE,FALSE,20041,10000,5000,42
FREDERICKSBURG,VA,MANUFACTURERS & TRADERS TR CO,NY,84,24,1,0,0,1,1,FALSE,TRUE,20041,145000,123250,48
SEGUIN,TX,WELLS FARGO BANK NATL ASSOC,SD,84,3,2,0,3,1,2,FALSE,FALSE,20041,38000,32300,54
LAS VEGAS,NV,WELLS FARGO BANK NATL ASSOC,CA,36,2,1,0,2,1,1,TRUE,FALSE,20041,20000,10000,71
SAN ANTONIO,TX,BANK OF AMERICA NATL ASSOC,NC,84,5,2,0,0,1,1,TRUE,FALSE,20042,10000,5000,44
OREM,UT,ZIONS FIRST NATIONAL BANK,UT,33,10,1,0,0,0,1,TRUE,FALSE,20042,20000,10000,42
WHEATON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,1,0,2,0,1,TRUE,FALSE,20042,10000,5000,44
GENEVA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,41,1,2,0,0,75900,0,FALSE,FALSE,20043,20043,10021,42
CORONA,CA,BANK OF AMERICA CALIFORNIA N.A,CA,4,2,1,0,0,1,0,FALSE,FALSE,20043,20000,10000,44
LOUISVILLE,CO,WELLS FARGO BANK NATL ASSOC,SD,84,4,1,0,4,1,1,TRUE,FALSE,20043,20000,10000,72
PRAIRIE VILLAGE,KS,VALLEY VIEW STATE BANK,KS,84,8,2,0,0,1,1,FALSE,TRUE,20043,25000,20000,0
LAS VEGAS,NV,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,1,1,2,0,1,TRUE,FALSE,20044,15000,7500,54
AMERICAN FORK,UT,ZIONS FIRST NATIONAL BANK,UT,9,4,2,4,8,37481,1,TRUE,FALSE,20045,20000,10000,0
KILL DEVIL HILLS,NC,"PNC BANK, NATIONAL ASSOCIATION",DE,60,18,1,0,0,1,0,FALSE,FALSE,20045,20045,18041,0
BETHEL,ME,NORTHEAST BANK,ME,60,1,1,0,0,1,0,FALSE,TRUE,20045,20045,18041,54
MCKEESPORT,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,60,1,2,0,1,1,1,TRUE,FALSE,20047,20000,10000,62
WASHINGTON,UT,AMERICA FIRST FCU,UT,84,2,2,0,2,0,1,TRUE,FALSE,20048,20000,10000,61
MONTICELLO,IN,CITIZENS BANK NATL ASSOC,RI,84,15,1,0,15,0,1,TRUE,FALSE,20049,20000,10000,44
NEW YORK,NY,"CITIBANK, N.A.",SD,47,1,1,5,1,1,1,TRUE,FALSE,20049,10000,5000,54
LONDON,OH,THE HUNTINGTON NATIONAL BANK,OH,60,1,1,1,1,1,0,TRUE,FALSE,20049,20000,10000,33
LINCOLN,MA,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,1,1,TRUE,FALSE,20049,20000,10000,23
SAN DIEGO,CA,WELLS FARGO BANK NATL ASSOC,CA,82,15,1,0,15,1,1,TRUE,FALSE,20049,15000,7500,54
Meridian,ID,KEYBANK NATIONAL ASSOCIATION,OH,55,1,1,0,1,0,1,TRUE,FALSE,20050,10000,5000,54
ROSWELL,NM,WELLS FARGO BANK NATL ASSOC,SD,50,3,2,0,3,0,1,TRUE,FALSE,20050,10000,5000,42
LOUISVILLE,KY,BRANCH BK. & TR CO,NC,72,3,1,0,3,0,2,TRUE,FALSE,20050,20000,10000,62
ANCHORAGE,AK,WELLS FARGO BANK NATL ASSOC,SD,84,2,2,0,2,0,1,TRUE,FALSE,20050,20000,10000,44
EAST BRUNSWICK,NJ,"TD BANK, NATIONAL ASSOCIATION",DE,83,4,1,0,4,1,1,TRUE,FALSE,20050,20000,10000,44
BETHEL PARK,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,10,3,1,3,2,1,1,TRUE,FALSE,20050,20000,10000,23
JACKSON,MI,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,0,1,TRUE,FALSE,20051,5000,2500,45
LOUISVILLE,KY,U.S. BANK NATIONAL ASSOCIATION,OH,84,4,1,0,4,0,1,TRUE,FALSE,20052,20000,10000,23
ORANGE,CA,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,0,1,TRUE,FALSE,20052,20000,10000,44
DOWNERS GROVE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,0,1,TRUE,FALSE,20053,15000,7500,42
REDDING,CA,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,TRUE,FALSE,20053,20000,10000,44
VISTA,CA,WELLS FARGO BANK NATL ASSOC,SD,60,1,1,0,1,1,1,TRUE,FALSE,20053,35000,17500,56
NEEDHAM,MA,CITIZENS BANK NATL ASSOC,RI,84,1,1,1,2,0,1,FALSE,FALSE,20054,30000,15000,81
HOUSTON,TX,BANCO POPULAR NORTH AMERICA,NY,31,2,1,0,0,1,1,TRUE,FALSE,20054,10000,5000,53
MADISON,WI,ASSOCIATED BANK NATL ASSOC,WI,84,2,1,0,2,0,1,TRUE,FALSE,20054,10000,5000,22
MIAMI,FL,"CITIBANK, N.A.",FL,84,4,1,0,4,1,1,TRUE,FALSE,20054,20000,10000,42
LOS ANGELES,CA,BANK OF AMERICA NATL ASSOC,NC,37,3,1,0,3,1,1,TRUE,FALSE,20055,20000,10000,44
SHELBY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,84,5,2,0,5,0,2,TRUE,FALSE,20056,10000,5000,81
NEW RICHMOND,WI,1ST NATL BK OF RIVER FALLS,WI,78,3,1,0,3,0,1,FALSE,FALSE,20058,35000,35000,23
NORTH CHELMSFORD,MA,CITIZENS BANK NATL ASSOC,RI,84,2,1,0,2,1,1,FALSE,FALSE,20060,21000,10500,81
SAN PABLO,CA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,0,1,TRUE,FALSE,20060,20000,10000,45
NEWPORT,RI,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,2,TRUE,FALSE,20060,5000,2500,54
HIGHLANDS RANCH,CO,WELLS FARGO BANK NATL ASSOC,SD,45,1,1,0,1,1,1,TRUE,FALSE,20060,10000,5000,52
NEW YORK,NY,BANCO POPULAR NORTH AMERICA,NY,84,1,1,0,0,1,1,TRUE,FALSE,20060,10000,5000,45
MARYSVILLE,WA,BANK OF AMERICA NATL ASSOC,NC,84,15,1,0,15,0,1,TRUE,FALSE,20061,10000,5000,72
CLINTON TOWNSHIP,MI,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,2,1,0,0,1,TRUE,FALSE,20061,15000,7500,42
INDIANAPOLIS,IN,"PNC BANK, NATIONAL ASSOCIATION",IN,60,3,1,0,3,1,1,TRUE,FALSE,20061,10000,5000,81
MARLBORO,NJ,BNB HANA BANK NATL ASSOC,NJ,84,6,2,6,6,1,1,TRUE,FALSE,20062,10000,5000,81
Dallas,OR,WEST COAST BANK,OR,60,1,1,0,1,0,2,TRUE,FALSE,20062,5000,2500,23
ARGONNE (NORTH CRANDON),WI,BMO HARRIS BK NATL ASSOC,IL,82,2,1,0,0,1,1,TRUE,FALSE,20062,5000,2500,72
HEALDSBURG,CA,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,1,0,2,1,2,TRUE,FALSE,20063,15000,7500,45
ARROYO GRANDE,CA,BANK OF AMERICA NATL ASSOC,NC,84,4,1,0,4,1,2,TRUE,FALSE,20063,20000,10000,72
ROCHESTER,PA,CITIZENS BANK NATL ASSOC,RI,48,4,1,0,4,1,1,TRUE,FALSE,20063,5000,2500,51
WORCESTER,MA,CITIZENS BANK NATL ASSOC,RI,84,5,2,2,7,1,1,FALSE,FALSE,20064,52500,26250,81
ATLANTA,GA,WELLS FARGO BANK NATL ASSOC,SD,84,1,1,2,3,0,1,TRUE,FALSE,20064,20000,10000,56
MIAMI,FL,BANK OF AMERICA NATL ASSOC,NC,39,1,2,0,1,0,1,TRUE,FALSE,20065,10000,5000,52
EAST GRANBY,CT,BANK OF AMERICA NATL ASSOC,NC,83,7,1,2,7,1,2,FALSE,FALSE,20066,25000,12500,23
EL MONTE,CA,BANK OF AMERICA CALIFORNIA N.A,CA,84,1,1,0,0,1,0,TRUE,FALSE,20067,20000,10000,81
SOMERVILLE,NJ,"PNC BANK, NATIONAL ASSOCIATION",DE,44,3,2,3,3,0,1,TRUE,FALSE,20067,10000,5000,81
ROCKLAND (TOWN OF),MA,CITIZENS BANK NATL ASSOC,RI,60,41,1,0,1,1,1,TRUE,FALSE,20067,20000,10000,81
MANCHESTER,NH,CITIZENS BANK NATL ASSOC,NH,60,1,1,0,0,1,0,TRUE,FALSE,20068,20000,10000,81
CONNELLSVILLE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,9,4,1,50,40,1,1,TRUE,FALSE,20068,10000,5000,56
LAKE MARY,FL,THE HUNTINGTON NATIONAL BANK,OH,38,2,2,1,0,1,1,TRUE,FALSE,20070,20300,10150,45
BEVERLY HILLS,CA,BANK OF AMERICA CALIFORNIA N.A,CA,84,1,1,0,0,1,0,TRUE,FALSE,20071,20000,10000,54
FOXBORO,MA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20071,10000,5000,54
FRESNO,CA,WELLS FARGO BANK NATL ASSOC,CA,36,1,1,0,1,1,1,TRUE,FALSE,20071,10000,5000,62
FARMINGTON,MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,2,1,0,2,0,1,TRUE,FALSE,20072,20000,10000,52
SANTA FE SPRINGS,CA,MUFG UNION BANK NATL ASSOC,CA,51,3,1,0,0,1,1,TRUE,FALSE,20072,10000,5000,31
NESHANNOCK,PA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20073,5000,2500,45
PASADENA,TX,WELLS FARGO BANK NATL ASSOC,SD,84,5,1,0,5,0,1,TRUE,FALSE,20074,20000,10000,33
NEW ORLEANS,LA,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,2,0,2,0,1,TRUE,FALSE,20075,20000,10000,23
SAN DIEGO,CA,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,1,0,1,0,1,TRUE,FALSE,20075,20000,10000,54
Mill Creek,WA,KEYBANK NATIONAL ASSOCIATION,OH,72,1,1,0,1,0,1,TRUE,FALSE,20075,20000,10000,23
TYLER,TX,AUSTIN BANK TEXAS NATL ASSOC,TX,60,2,2,0,0,1,0,FALSE,TRUE,20075,22000,17600,0
BIRMINGHAM,AL,BANCORPSOUTH BANK,AL,60,1,1,0,0,1,0,FALSE,FALSE,20075,20075,18068,0
Forsyth,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,49,1,2,1,1,0,2,TRUE,FALSE,20076,10000,5000,44
ECKLEY,CO,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,2,2,4,0,1,TRUE,FALSE,20077,20000,10000,33
CONCORD,NH,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20077,10000,5000,53
BENSENVILLE,IL,CITIZENS BANK NATL ASSOC,RI,84,3,2,1,4,1,1,TRUE,FALSE,20078,5000,2500,42
Ketchikan,AK,KEYBANK NATIONAL ASSOCIATION,OH,20,1,1,0,1,0,1,TRUE,FALSE,20079,10000,5000,23
CORAM,NY,BANK OF AMERICA NATL ASSOC,RI,83,10,1,2,10,1,1,TRUE,FALSE,20079,15500,7750,62
YONKERS,NY,HSBC BK USA NATL ASSOC,VA,3,2,1,0,2,1,1,TRUE,FALSE,20079,20000,10000,44
BROOKLYN,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,40,1,1,0,1,1,2,TRUE,FALSE,20080,10000,5000,54
MIAMI,FL,BANK OF AMERICA NATL ASSOC,NC,28,3,2,0,6,1,1,TRUE,FALSE,20082,10000,5000,72
TUCSON,AZ,BANK OF AMERICA NATL ASSOC,NC,18,1,1,0,1,0,1,TRUE,FALSE,20082,10000,5000,81
MESA,AZ,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,2,0,0,1,1,TRUE,FALSE,20083,15000,7500,45
CRESWELL,OR,JPMORGAN CHASE BANK NATL ASSOC,IL,48,2,1,0,2,1,2,TRUE,FALSE,20083,10000,5000,23
CAVE CREEK,AZ,WELLS FARGO BANK NATL ASSOC,SD,84,30,1,0,0,1,0,TRUE,FALSE,20083,25000,12500,0
WORCESTER,MA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,0,1,TRUE,FALSE,20085,10000,5000,62
RACINE,WI,WELLS FARGO BANK NATL ASSOC,CA,36,1,1,0,1,1,1,TRUE,FALSE,20085,15000,7500,23
SICKLERVILLE,NJ,CITIZENS BANK NATL ASSOC,RI,49,2,1,0,2,0,1,FALSE,FALSE,20088,25000,12500,81
MOUNT VERNON,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,63,4,2,3,4,0,1,TRUE,FALSE,20088,10000,5000,81
TYLER,TX,BANCO POPULAR NORTH AMERICA,NY,84,13,1,1,13,1,1,TRUE,FALSE,20088,10000,5000,81
NORTH WALES,PA,CITIZENS BANK NATL ASSOC,RI,84,6,2,0,6,1,1,FALSE,FALSE,20089,50000,25000,81
BIRNAMWOOD,WI,JPMORGAN CHASE BANK NATL ASSOC,IL,79,3,1,1,3,0,1,TRUE,FALSE,20089,20000,10000,72
CHICAGO,IL,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,1,0,0,0,1,TRUE,FALSE,20089,10000,5000,54
WAYCROSS,GA,BANK OF AMERICA NATL ASSOC,NC,84,2,2,1,3,0,1,TRUE,FALSE,20090,10000,5000,44
WATKINS,CO,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,2,0,1,0,1,TRUE,FALSE,20090,12000,6000,54
MASSILLON,OH,CITIZENS BANK NATL ASSOC,RI,84,4,1,0,4,0,1,TRUE,FALSE,20090,20000,10000,62
SAN FRANCISCO,CA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,0,1,TRUE,FALSE,20091,20000,10000,33
CHASKA,MN,WELLS FARGO BANK NATL ASSOC,CA,36,18,1,0,18,1,1,TRUE,FALSE,20091,20000,10000,23
WAKEFIELD,RI,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,2,TRUE,FALSE,20092,10000,5000,54
